location,division_rank
France,Country
Freudenstadt,Second Order Division
Germany,Country
Solnhofen,namedPlace
Bavaria,namedPlace
Germany,Country
Cottham near Bristol,namedPlace
England,First Order Division
Grossbritannnien,namedPlace
Lons-le-Saunier,namedPlace
Jura,First Order Division
Franche-Comté,First Order Division
France,Country
Corund,Second Order Division
Transsylvanien,namedPlace
Transylvania,Second Order Division
Romania,Country
Wiesbaden,Second Order Division
Germany,Country
Puy St. Romain,namedPlace
Auvergne,First Order Division
France,Country
Montiers,namedPlace
Savoyen,namedPlace
France,Country
near Bayreuth,namedPlace
Bavaria,namedPlace
Germany,Country
Schönbrunn,namedPlace
Germany,Country
Mammuthöhle in Kentucky,namedPlace
USA,Second Order Division
Hasler Cave,namedPlace
Hasel,namedPlace
Wehr,namedPlace
Waldshut,Second Order Division
Baden-Württemberg,First Order Division
Germany,Country
Dominican Republic,Country
Kembs,namedPlace
Haut-Rhin,First Order Division
France,Country
Schönau-Aitern,namedPlace
Lörrach,Second Order Division
Baden-Württemberg,First Order Division
Germany,Country
Val di Prato,namedPlace
Prato-Sornico,namedPlace
Ticino,First Order Division
Switzerland,Country
Orcesco,namedPlace
Verbano-Cusio-Ossola,First Order Division
Italy,Country
Manangotrapass,namedPlace
Madagascar,Country
Fort Dauphin,namedPlace
Madagascar,Country
Mas d'Alary,namedPlace
Hérault,First Order Division
France,Country
Chaméane,namedPlace
Puy de Dôme,namedPlace
Auvergne,First Order Division
France,Country
Le Remouzat,namedPlace
Loire,First Order Division
France,Country
Saint Véran,namedPlace
Itavtes Alpes,namedPlace
France,Country
Annalea,namedPlace
Algeria,Country
Fresnay sur Sarthe,namedPlace
France,Country
Heloup,namedPlace
France,Country
Leforest,namedPlace
France,Country
Laize la Ville,namedPlace
France,Country
Dielette,namedPlace
France,Country
Miyakeshing,namedPlace
Japan,Country
Danielsknill,namedPlace
South Africa,Country
Valle Giove,namedPlace
Rio Marina,namedPlace
Island Elba,namedPlace
Italy,Country
Rubicon Mine,namedPlace
Okongawa,namedPlace
South Africa,Country
Kraftwerk Oberaa (Grimsel),namedPlace
Guttannen,namedPlace
Bern,First Order Division
Switzerland,Country
Lago di Robiei,namedPlace
Cavergno,namedPlace
Ticino,First Order Division
Switzerland,Country
Val d'Illiez,namedPlace
Valais,First Order Division
Switzerland,Country
Risihorn,namedPlace
Bellwald,namedPlace
Valais,First Order Division
Switzerland,Country
Cerniat,namedPlace
Fribourg,First Order Division
Switzerland,Country
San Martino near Viterbo,namedPlace
Lazio,First Order Division
Italy,Country
Kupfermine Outokumpu,namedPlace
Kuwsjärvi,namedPlace
Finland,Country
Unterbächhorn,namedPlace
Naters,namedPlace
Valais,First Order Division
Switzerland,Country
Felsbergerwäldli (Crapteig),namedPlace
Thusis,namedPlace
Grisons,namedPlace
Switzerland,Country
Wellhorn,namedPlace
Innertkirchen,namedPlace
Bern,First Order Division
Switzerland,Country
Kissimee,namedPlace
Florida,First Order Division
USA,Second Order Division
Hinter Tal,namedPlace
Untervaz,namedPlace
Grisons,namedPlace
Switzerland,Country
Bou Azzer,namedPlace
Algeria,Country
Timna,namedPlace
Israel,Country
Timna,namedPlace
Halbinsel Sinai,namedPlace
Israel,Country
Glockentürmli,namedPlace
Sella,namedPlace
Airolo,namedPlace
Ticino,First Order Division
Switzerland,Country
Val Stira gegen Piz Starlera,namedPlace
Medel (Lucmagn),namedPlace
Grisons,namedPlace
Switzerland,Country
Casatscha,namedPlace
Medel (Lucmagn),namedPlace
Grisons,namedPlace
Switzerland,Country
Palermo Nr. 1 Mine,namedPlace
New Hampshire,First Order Division
USA,Second Order Division
Val Plottas (Val Platta),namedPlace
Tujetsch,namedPlace
Grisons,namedPlace
Switzerland,Country
Gasstollen,namedPlace
Obergesteln,namedPlace
Valais,First Order Division
Switzerland,Country
Saronoc Uran Mine,namedPlace
Ontario,First Order Division
USA,Second Order Division
Faulensee,namedPlace
Spiez,namedPlace
Bern,First Order Division
Switzerland,Country
Quarry Kleinlützel,namedPlace
Solothurn,First Order Division
Switzerland,Country
Orcesco,namedPlace
Val Vigezzo,namedPlace
Italy,Country
Grande Dixence,namedPlace
Hérémence,namedPlace
Valais,First Order Division
Switzerland (oder Afrika),Country
Holralm,namedPlace
Brixlegg,namedPlace
Tirol,First Order Division
Austria,Country
Gotthard-Strassentunnel,namedPlace
Göschenen/Andermatt/Hospental,namedPlace
Uri,First Order Division
Switzerland,Country
Mittetaghorn,namedPlace
Haslen,namedPlace
Glarus,First Order Division
Switzerland,Country
Münster Basel,namedPlace
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Mine Katzenmühle,namedPlace
Niedereggenen,namedPlace
Liel,namedPlace
Kandern,namedPlace
Lörrach,Second Order Division
Baden-Württemberg,First Order Division
Germany,Country
Kupfergrube Alp Flix,namedPlace
Sur,Second Order Division
Grisons,namedPlace
Switzerland,Country
Barton Garnet Mine,namedPlace
Yore Mountain,namedPlace
USA,Second Order Division
Pizzo Trubinasca,namedPlace
Bondo,Second Order Division
Grisons,namedPlace
Switzerland,Country
Rockville Quarry,namedPlace
Rockville,namedPlace
Maryland,First Order Division
USA,Second Order Division
Steinheim,namedPlace
Baden-Württemberg,First Order Division
Germany,Country
Valle Sta Maria,namedPlace
Olivone,namedPlace
Ticino,First Order Division
Switzerland,Country
Alpe Forno superiore,namedPlace
Lago di Devero,namedPlace
Verbano-Cusio-Ossola,First Order Division
Italy,Country
Mine Albrunpass,namedPlace
Binn,namedPlace
Valais,First Order Division
Switzerland,Country
Andamoska,namedPlace
South Australia,First Order Division
Australia,Country
Hilfsstollen Reichenstein,namedPlace
Vaskö,namedPlace
Banat,namedPlace
Romania,Country
Pizzo Campo Tenio-Pizzo Penca,namedPlace
Prato-Sornico,namedPlace
Ticino,First Order Division
Switzerland,Country
Curaglia,namedPlace
Medels,namedPlace
Switzerland,Country
Tremola-Serie,namedPlace
Airolo/Sasso Rosso,namedPlace
Switzerland,Country
Ritzgletscher,namedPlace
Saas Fee,namedPlace
Switzerland,Country
Val Sesvenna,namedPlace
Scuol,namedPlace
Grisons,namedPlace
Switzerland,Country
Piano Segno,namedPlace
Lukmanier,namedPlace
Switzerland,Country
Ganna Nero,namedPlace
Scopi (Südseite),namedPlace
Tavetsch,namedPlace
Grisons,namedPlace
Switzerland,Country
oberes Val Cadera,namedPlace
Italy,Country
Barr-Andlau,namedPlace
Switzerland,Country
Hohsandhorn,namedPlace
Binntal,namedPlace
Valais,First Order Division
Switzerland,Country
Val Cadera,namedPlace
Italy,Country
Puy de Beaunit,namedPlace
Auvergne,First Order Division
France,Country
Roc Courlande (Puy de Saney),namedPlace
Mont Dore,namedPlace
France,Country
Puy Paumat,namedPlace
Auvergne,First Order Division
France,Country
Dandrio,namedPlace
Val Malvaglia,namedPlace
Switzerland,Country
Quarry Thommen,namedPlace
Bärschwil,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Quarry Obermatt,namedPlace
Ennetbürgen,namedPlace
Nidwalden,First Order Division
Switzerland,Country
Diamond Quarry,namedPlace
Arkansas,First Order Division
USA,Second Order Division
Flinders Ranges,Second Order Division
South Australia,First Order Division
Australia,Country
Mohawk Mine,namedPlace
Mohawk,namedPlace
San Bernardi County,namedPlace
California,First Order Division
USA,Second Order Division
Soccor Creek,namedPlace
Oregon,First Order Division
USA,Second Order Division
(gefallen in Batavia) Krakatao,namedPlace
Sumatra,namedPlace
Eichberg,namedPlace
Kaiserstuhl,namedPlace
Kluszkowce near Czorsztyn,namedPlace
West-Galizien,namedPlace
Poland,Country
Hayden Valley,namedPlace
Yellowstone Park,namedPlace
USA,Second Order Division
Manmad an der Bahn,namedPlace
Jubulport,namedPlace
India,Country
Roccatederghi,namedPlace
Arcidosso,namedPlace
Burkheim near Niederrotweil,namedPlace
Kaiserstuhl,namedPlace
Germany,Country
Marcia Marina,namedPlace
Island Elba,namedPlace
Italy,Country
Capo Bianco,namedPlace
Island Elba,namedPlace
Italy,Country
Finero,namedPlace
Italy,Country
Quarry Lütschenbach-Wildberg,namedPlace
Kanderntal,namedPlace
Schwarzwald,namedPlace
Germany,Country
Quarry an der Strasse,namedPlace
Lütschenbach,namedPlace
Kanderntal,namedPlace
Schwarzwald,namedPlace
Germany,Country
St. Moritz,namedPlace
Switzerland,Country
Hot Springs,Second Order Division
Arkansas,First Order Division
USA,Second Order Division
Salama-Taitic,namedPlace
Guatemala,Country
Idarado Telluride,namedPlace
Colorado,First Order Division
USA,Second Order Division
Trotter Mine,namedPlace
Franklin,Second Order Division
New York,First Order Division
USA,Second Order Division
ehemalige Kupfergrube,namedPlace
Obersaxen,namedPlace
Grisons,namedPlace
Switzerland,Country
Herkimer,Second Order Division
New York,First Order Division
USA,Second Order Division
Sleepy Creek,namedPlace
West-Virginia,namedPlace
USA,Second Order Division
Quarry Aumühle,namedPlace
Hainsfarth,namedPlace
Nördlinger Ries,namedPlace
Baden-Württemberg,First Order Division
Germany,Country
Ötting near Wending,namedPlace
Nördlinger Ries,namedPlace
Baden-Württemberg,First Order Division
Germany,Country
near Ederheim,namedPlace
Nördlinger Ries,namedPlace
Baden-Württemberg,First Order Division
Germany,Country
Quarry Otting,namedPlace
Nördlinger Ries,namedPlace
Baden-Württemberg,First Order Division
Germany,Country
Berg Hebron,namedPlace
Israel,Country
Bugad Babuy,namedPlace
Luzon,namedPlace
Philippines,Country
Verenenkirche Zurzach,namedPlace
Zurzach,Second Order Division
Aargau,First Order Division
Switzerland,Country
Furka-Basistunnel,namedPlace
Uri/Valais,namedPlace
Switzerland,Country
Schutthalde Furka-Basistunnel (West),namedPlace
Oberwald,namedPlace
Valais,First Order Division
Switzerland,Country
Längisalp,namedPlace
Goms,Second Order Division
Valais,First Order Division
Switzerland,Country
Nickenich,namedPlace
Eifel,namedPlace
Germany,Country
Bellberg,namedPlace
Eifel,namedPlace
Germany,Country
Thaita,namedPlace
Kenya,Country
Vintirov,namedPlace
Czechoslovakia,namedPlace
Guchab,namedPlace
Namibia,Country
Rudabanya,namedPlace
Hungary,Country
Mine Neuglück,namedPlace
Urberg,namedPlace
St. Blasien,namedPlace
Waldshut,Second Order Division
Baden-Württemberg,First Order Division
Germany,Country
Mine Christian Friedrich,namedPlace
Urberg,namedPlace
St. Blasien,namedPlace
Waldshut,Second Order Division
Baden-Württemberg,First Order Division
Germany,Country
Kupfergrube Saint-Luc,namedPlace
Valais,First Order Division
Switzerland,Country
Winkel,namedPlace
Ferrette (Pfirt),namedPlace
Haut-Rhin,First Order Division
France,Country
Auenstein,namedPlace
Aargau,First Order Division
Switzerland,Country
Ostseeküste,namedPlace
Germany,Country
Wieden,namedPlace
Schwarzwald,namedPlace
Germany,Country
Hanavma Bay,namedPlace
Island Oahu,namedPlace
Hawai,namedPlace
USA,Second Order Division
San Gabriel Mountains,namedPlace
California,First Order Division
USA,Second Order Division
Grosse Fontanne,namedPlace
Doppleschwand/Schüpfheim,namedPlace
Lucerne,namedPlace
Switzerland,Country
Motherland,namedPlace
Coulterville,namedPlace
California,First Order Division
USA,Second Order Division
Waikiki Beach,namedPlace
Island Oahu,namedPlace
Hawai,namedPlace
USA,Second Order Division
Island Kilanea,namedPlace
Hawai,namedPlace
USA,Second Order Division
Island Kallva-Kona,namedPlace
Hawai,namedPlace
USA,Second Order Division
Huppergrube Lausen/Liestal,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Aspen,namedPlace
Colorado,First Order Division
USA,Second Order Division
Ngaundere,namedPlace
Kamerun,namedPlace
Palermo Mine,namedPlace
N. Groton,namedPlace
New Hampshire,First Order Division
USA,Second Order Division
Strasse Ste. Croix-La Vraconne,namedPlace
Vaud,First Order Division
Switzerland,Country
Gemsmättlischlucht,namedPlace
Pilatus,namedPlace
Switzerland,Country
Tick Canyon,namedPlace
California,First Order Division
USA,Second Order Division
Crestmore,namedPlace
California,First Order Division
USA,Second Order Division
Dehessa,namedPlace
California,First Order Division
USA,Second Order Division
Mount Pars,namedPlace
California,First Order Division
USA,Second Order Division
Lunning,namedPlace
Nevada,First Order Division
USA,Second Order Division
Klau Mine,namedPlace
California,First Order Division
USA,Second Order Division
Pacoma Canyon,namedPlace
California,First Order Division
USA,Second Order Division
Yermo,namedPlace
California,First Order Division
USA,Second Order Division
Acton,Second Order Division
California,First Order Division
USA,Second Order Division
Boron,namedPlace
California,First Order Division
USA,Second Order Division
Köfels,namedPlace
Tirol,First Order Division
Austria,Country
Camarisa,namedPlace
Laurion,namedPlace
Greece,Country
Margnac II,namedPlace
Haute Vienne,namedPlace
France,Country
Gladsax,namedPlace
Sweden,Country
Stavas,namedPlace
Denmark,Country
Thal,Second Order Division
St. Gallen,namedPlace
Switzerland,Country
Val Blaua,namedPlace
Tujetsch,namedPlace
Grisons,namedPlace
Switzerland,Country
Böckstein,namedPlace
Salzburg,First Order Division
Austria,Country
Maienberg,namedPlace
Wiesental,namedPlace
Schwarzwald,namedPlace
Germany,Country
ca. 40 km östl. von Bedford,namedPlace
Wyoming,First Order Division
USA,Second Order Division
Salt Lake,Second Order Division
Utah,First Order Division
USA,Second Order Division
Zeleznice near Jcin,namedPlace
Czechoslovakia,namedPlace
Jeschken (Jested),namedPlace
Bohemia,namedPlace
Czechoslovakia,namedPlace
Neupaka (Nová Paka),namedPlace
Ostböhmen,namedPlace
Czechoslovakia,namedPlace
Kosakov-Gebirge near Semil,namedPlace
Bohemia,namedPlace
Czechoslovakia,namedPlace
Dul,namedPlace
Cerný,namedPlace
Schwarzental,namedPlace
Neupaka (Nová Paka),namedPlace
Ostböhmen,namedPlace
Czechoslovakia,namedPlace
Levin-Gebirge,namedPlace
Neupaka (Nová Paka),namedPlace
Ostböhmen,namedPlace
Czechoslovakia,namedPlace
Ujezd,namedPlace
Kimburg-Berg,namedPlace
Bohemia,namedPlace
Czechoslovakia,namedPlace
Gipsgrube Leissigen,namedPlace
Bern,First Order Division
Switzerland,Country
Hotzler Horst,namedPlace
Blauen,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Ritteberg,namedPlace
Dittingen,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Val Ferret,namedPlace
Orsières,namedPlace
Valais,First Order Division
Switzerland,Country
Kirka Eskisehir,namedPlace
Turkey,Country
Djambi,namedPlace
Soengi,namedPlace
Liso near Gedang,namedPlace
Sumatra,namedPlace
Djambi,namedPlace
Soengi,namedPlace
Menkarang,namedPlace
Sumatra,namedPlace
Djambi,namedPlace
Soengi,namedPlace
Ampar,namedPlace
Sumatra,namedPlace
Djambi,namedPlace
Doebasgebirge,namedPlace
Mekekàl,namedPlace
Sumatra,namedPlace
Djambi,namedPlace
Soengi,namedPlace
Koenjit I,namedPlace
Sumatra,namedPlace
Griesgletscher,namedPlace
Ulrichen,namedPlace
Valais,First Order Division
Switzerland,Country
Remurat,namedPlace
France,Country
Nord-Amerika,namedPlace
Wolfs Island,namedPlace
USSR,namedPlace
Bodnar-Quarry,namedPlace
Rudeville,namedPlace
New York,First Order Division
USA,Second Order Division
Ogdensburg,namedPlace
New York,First Order Division
USA,Second Order Division
Mount Adam,namedPlace
Edenville,namedPlace
Orange County,namedPlace
New York,First Order Division
USA,Second Order Division
Amity,namedPlace
Orange County,namedPlace
New York,First Order Division
USA,Second Order Division
Faraday Uran Mine,namedPlace
Bancroft,namedPlace
Canada,Country
St. Laurenzen,namedPlace
St. Gallen,namedPlace
St. Gallen,namedPlace
Switzerland,Country
Quarry Freisen,namedPlace
Pfalz,namedPlace
Germany,Country
Hella-Glück-Stollen,namedPlace
Neubulach,namedPlace
Calw,Second Order Division
Baden-Württemberg,First Order Division
Germany,Country
Essweiler,namedPlace
Pfalz,namedPlace
Germany,Country
Rudabämga,namedPlace
Hungary,Country
Chöpfli,namedPlace
Röschenz,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Timman,namedPlace
Halbinsel Sinai,namedPlace
Israel,Country
Welnitschia,namedPlace
Namibwüste,namedPlace
Ibitiara,Second Order Division
Brazil,Country
Farm Etemba,namedPlace
Namibia,Country
Laret (Alp Laret),namedPlace
Bondo,Second Order Division
Grisons,namedPlace
Switzerland,Country
Dobbelsberg,namedPlace
Namibia,Country
Harasib,namedPlace
Namibia,Country
Mine Namib II,namedPlace
Namibia,Country
Plattenzug,namedPlace
Felsberg,namedPlace
Grisons,namedPlace
Switzerland,Country
Christmas Mine,namedPlace
Arizona,First Order Division
USA,Second Order Division
Bruch Melirfeld,namedPlace
Eifel,namedPlace
Rheinland,namedPlace
Germany,Country
Willnauer Halden,namedPlace
Schauinsland,namedPlace
Freiburg,namedPlace
Baden-Württemberg,First Order Division
Germany,Country
Bruch Sattelberg,namedPlace
Eifel,namedPlace
Rheinland,namedPlace
Germany,Country
Otting,namedPlace
Nördlinger Ries,namedPlace
Baden-Württemberg,First Order Division
Germany,Country
Forstberg,namedPlace
Röschenz,namedPlace
Jura,First Order Division
Switzerland,Country
Sitzenkirch,namedPlace
Kandern,namedPlace
Lörrach,Second Order Division
Baden-Württemberg,First Order Division
Germany,Country
Piz Corandoni,namedPlace
Quinto,namedPlace
Ticino,First Order Division
Switzerland,Country
Simplon-Eisenbahntunnel,namedPlace
Termen,namedPlace
Valais,First Order Division
Switzerland,Country
Chrome Pit,namedPlace
Montreal,namedPlace
Canada,Country
Ayer's Cliff,namedPlace
